day,sales_for_model,tv_print_spend,digital_social_spend,email_crm_spend,trade_promo_spend
2011-11-15,21926.56856016424,1938.553577357575,4657.074853879624,2351.737076633107,3857.907677952795
2011-11-16,21490.855793887855,1239.392086368476,5715.831160439188,2336.8084615393404,1735.4393982630006
2011-11-17,20997.59571381718,1501.229383792358,2579.666251245944,3481.222788763105,1340.2061064109373
2011-11-18,19864.60036457923,1811.50361041543,3545.391226544899,2488.923405496715,1559.7161287482065
2011-11-20,21238.470348195453,1731.0202961285665,4310.978523959325,2542.7597171775305,1880.975453353647
2011-11-21,21589.34449843211,1602.990239335386,1531.2133601891255,3910.2587467913686,1744.199226880042
2011-11-22,20266.32809450179,1715.9009347585302,1559.4769156651682,2305.299331351474,1701.3512542714298
2011-11-23,20898.519206879857,1691.2702589989094,1820.9409223460477,4373.703773862936,2000.0827648809145
2011-11-24,21163.014129098938,1930.5024699329288,1608.386729637553,4326.163925184814,2364.396737908519
2011-11-25,21658.09652751905,2633.1333411338273,2095.381290929406,4271.361950287048,2653.463972439247
2011-11-27,21071.200675043907,716.9639113919341,1824.2152205440273,6470.410364718709,6172.315677299528
2011-11-28,20236.894234914387,1963.0771449660822,993.9123790683943,4056.5052810233024,4742.463898279213
2011-11-29,22742.11225601292,2278.191955195571,2187.9398595524813,7496.946465215681,5872.765688255985
2011-11-30,21221.4148619,2455.2296402468132,1854.393467839798,4776.659038030626,4451.967330630122
2011-12-01,22467.90781271071,2175.4490505982462,3247.6414830711965,3500.7322283205076,4943.246699092948
2011-12-02,21525.30219010395,1412.3534834748007,2369.408755176891,5278.925945713698,4217.210552546776
2011-12-04,20155.34662314682,2861.9602600360736,2684.1596985671276,3799.5764677416137,1659.3405470934667
2011-12-05,21513.263879646558,3977.2569765417643,4074.9302799364377,4200.161945779713,2998.267092190354
2011-12-06,20878.553571326534,1797.5130255543056,4741.18322842045,5618.095448283735,2254.9179107353
2011-12-07,22355.65608454973,3717.818409358517,4836.789981465608,5711.8316012145215,1576.5908971274139
2011-12-08,21235.266108607455,2939.8002700638444,2704.434321057837,4127.301220780832,2155.172716949437
2011-12-09,22883.881559853955,3299.1906360944567,5603.267507162426,5897.9877594560485,3437.3034703464955
